time,voltage,current,power
2025-11-25 09:52:54.824900,219.00457882103134,1.0098792454934942,221.1681788194036
2025-11-25 09:52:55.824900,222.46657633470534,1.1036805870332376,245.53204156436215
2025-11-25 09:52:56.824900,220.25535671284172,1.1440593912869703,251.9852093285882
2025-11-25 09:52:57.824900,220.05201596855736,1.010161016822224,222.28796820457816
2025-11-25 09:52:58.824900,216.2832621004688,0.8700196127589659,188.17067993889577
2025-11-25 09:52:59.824900,218.14360551820627,0.9555993380360337,208.4578850299916
2025-11-25 09:53:00.824900,216.32527388279212,0.9606959275260363,207.8228096401528
2025-11-25 09:53:01.824900,221.90844720515284,0.9277697712988783,205.87994931281386
2025-11-25 09:53:02.824900,220.0893633320653,0.9277806052270167,204.1946427162523
2025-11-25 09:53:03.824900,220.01455697999245,0.7770250770245631,170.95682808390376
2025-11-25 09:53:04.824900,224.25715707760412,1.0687825660361405,239.68213979337156
2025-11-25 09:53:05.824900,222.08407138632978,0.9034516087407483,200.64221156967483
2025-11-25 09:53:06.824900,222.50040271722398,0.8798985869222761,195.77778994052272
2025-11-25 09:53:07.824900,221.61102100596548,0.8935126669166504,198.01225439716205
2025-11-25 09:53:08.824900,221.5702960617549,0.9314073948420062,206.37221222925115
2025-11-25 09:53:09.824900,216.36011188006802,1.0591086903632825,229.1488747401521
2025-11-25 09:53:10.824900,218.3017534276783,0.8708285502710864,190.10339945906128
2025-11-25 09:53:11.824900,220.93003908452323,1.2209973818192648,269.7549992874307
2025-11-25 09:53:12.824900,219.08592938784656,0.9702987980844178,212.57881396223513
2025-11-25 09:53:13.824900,222.85992748899952,1.0378560817449043,231.2965311216865
2025-11-25 09:53:14.824900,218.32449311274536,1.0348683444201123,225.93710673394702
2025-11-25 09:53:15.824900,219.7975195572244,0.9119582700694799,200.44616570096906
2025-11-25 09:53:16.824900,222.3222685740713,1.1089391949124374,246.5418775236373
2025-11-25 09:53:17.824900,219.5681755595737,1.0231692834040729,224.6554128456287
2025-11-25 09:53:18.824900,219.76188248077315,0.9213127714711657,202.46942901208175
2025-11-25 09:53:19.824900,213.04519119565242,1.035505482928091,220.60946359456153
2025-11-25 09:53:20.824900,224.9738616291447,1.0999099811460191,247.45099590285966
2025-11-25 09:53:21.824900,215.51798239426608,1.1120980309898176,239.6771238635615
2025-11-25 09:53:22.824900,222.15454778462706,0.842182885452549,187.0947580696634
2025-11-25 09:53:23.824900,217.27137815557697,1.0216913872986078,221.98429576805185
2025-11-25 09:53:24.824900,221.0414911717285,0.960993852282439,212.4195141153741
2025-11-25 09:53:25.824900,220.2505748036414,0.9762846161562508,215.02724788036664
2025-11-25 09:53:26.824900,218.54156614850382,1.16992954660828,255.6782353991825
2025-11-25 09:53:27.824900,221.26187041568693,1.1174568378918843,247.2505900607574
2025-11-25 09:53:28.824900,224.27739015613,0.9929055601666875,222.68626770569497
2025-11-25 09:53:29.824900,219.2176957850367,1.1301943306829696,247.7585969616324
2025-11-25 09:53:30.824900,220.0569965595989,0.9895898220284453,217.76616406152766
2025-11-25 09:53:31.824900,225.54031038532085,1.0582781795652032,238.68438909314824
2025-11-25 09:53:32.824900,222.87314031550636,0.8925757976042107,198.93117098166826
2025-11-25 09:53:33.824900,221.31504244036915,0.9804974622725586,216.99883747552556
2025-11-25 09:53:34.824900,218.01948418617906,1.0279206694291798,224.10673413326165
2025-11-25 09:53:35.824900,219.72100712186153,1.0422150771658467,228.99654639246847
2025-11-25 09:53:36.824900,220.588218167865,1.0157550435215381,224.06359514543826
2025-11-25 09:53:37.824900,222.38413206821494,0.9633895517032244,214.24254929910825
2025-11-25 09:53:38.824900,212.68314354092084,0.8293606714414608,176.39103473137868
2025-11-25 09:53:39.824900,218.9644679391355,1.011380968557441,221.4564956639476
2025-11-25 09:53:40.824900,221.76728751547375,0.923755032756052,204.85864794307724
2025-11-25 09:53:41.824900,219.2013501867426,0.8612340603190587,188.78366884874816
2025-11-25 09:53:42.824900,221.62966103558358,1.2222945373931386,270.8967240080868
2025-11-25 09:53:43.824900,219.09129834518896,1.0150205334892703,222.38216652919058
